4
1 0 6
  3.48359494310000e+00 -6.12008112626324e-01
  2.85986576440000e+00 6.02626768493804e-01
  7.40681029000000e-01 4.38792634033743e-01
  3.44926919200000e-01 2.14957424388199e-01
  2.61978532900000e-01 1.28099074054842e-01
  9.46163504000000e-02 8.35676584941470e-02
1 1 6
  3.76414713255000e+01 1.76314640096886e-02
  9.71308856170000e+00 1.16569805712418e-01
  3.13717714760000e+00 3.48493435681527e-01
  1.12138051620000e+00 6.11618755821029e-01
  3.98077926500000e-01 6.43811575501717e-01
  1.23047771000000e-01 2.81068853677074e-01
2 0 8
  3.37005012218500e+02 1.09178088625435e-03
  5.33105310515000e+01 7.37751675685113e-03
  1.22082534814000e+01 4.07427729139215e-02
  3.41882690980000e+00 1.60199491607928e-01
  1.10879012580000e+00 4.65788965855643e-01
  4.78717798300000e-01 5.05161306012137e-01
  2.12137087700000e-01 6.51917832369401e-01
  6.90581086000000e-02 3.69235576039246e-02
3 0 8
  3.37005012218500e+02 1.09178088625435e-03
  5.33105310515000e+01 7.37751675685113e-03
  1.22082534814000e+01 4.07427729139215e-02
  3.41882690980000e+00 1.60199491607928e-01
  1.10879012580000e+00 4.65788965855643e-01
  4.78717798300000e-01 5.05161306012137e-01
  2.12137087700000e-01 6.51917832369401e-01
  6.90581086000000e-02 3.69235576039246e-02
