4
1 0 6
  4.94077360821922e+00 -4.83281848371857e-01
  3.76302301144363e+00 3.05250395100927e-01
  9.74060444506548e-01 5.47550142795274e-01
  4.91954298968207e-01 3.42156367978305e-01
  3.11146143265687e-01 4.80644292252493e-01
  1.26096010044614e-01 1.57775971268371e-01
1 1 6
  6.13342613383441e+01 1.71552059559903e-02
  1.69756995572231e+01 1.00289705208559e-01
  5.42843943922220e+00 3.03096200776716e-01
  1.94380857445377e+00 5.78077569046162e-01
  6.61377015040034e-01 6.76149180693592e-01
  2.16318065865959e-01 3.18489843604648e-01
2 0 6
  4.94077360821922e+00 -4.83281848371857e-01
  3.76302301144363e+00 3.05250395100927e-01
  9.74060444506548e-01 5.47550142795274e-01
  4.91954298968207e-01 3.42156367978305e-01
  3.11146143265687e-01 4.80644292252493e-01
  1.26096010044614e-01 1.57775971268371e-01
2 1 6
  6.13342613383441e+01 1.71552059559903e-02
  1.69756995572231e+01 1.00289705208559e-01
  5.42843943922220e+00 3.03096200776716e-01
  1.94380857445377e+00 5.78077569046162e-01
  6.61377015040034e-01 6.76149180693592e-01
  2.16318065865959e-01 3.18489843604648e-01
