3
1 0 8
  3.68697217500804e+02 9.48831527328292e-04
  5.83238935610682e+01 7.06725517462671e-03
  1.33563268377099e+01 3.63613741759354e-02
  3.74033596848367e+00 1.48861868238650e-01
  1.21306158470359e+00 4.12469463542601e-01
  5.23736780765993e-01 5.05083618728937e-01
  2.32086619272604e-01 6.51874978952327e-01
  7.55523851680288e-02 2.72043219007368e-01
2 0 6
  4.94077360821922e+00 -4.83324817000066e-01
  3.76302301144363e+00 3.05331297310412e-01
  9.74060444506548e-01 5.47631586578118e-01
  4.91954298968207e-01 3.42190523720862e-01
  3.11146143265687e-01 4.80682751065732e-01
  1.26096010044614e-01 1.56517897801561e-01
2 1 6
  6.13342613383441e+01 1.71559437793319e-02
  1.69756995572231e+01 1.00296286790358e-01
  5.42843943922220e+00 3.03120768613603e-01
  1.94380857445377e+00 5.78112064320466e-01
  6.61377015040034e-01 6.76170956043841e-01
  2.16318065865959e-01 3.15683282227677e-01
